GeneID,083T,128T,135T,147T,157T,168T
Drd2,14,9,8,7,13,6
Drd3,0,8,7,8,7,7
Drd4,6,17,6,9,6,6
Drd5,7,12,6,12,11,6
Drg1,9,6,11,8,16,5
Drg2,8,6,7,7,7,0
Drosha,24,17,15,8,12,9
Drp2,11,18,13,10,14,9
Dsc1,80,72,60,104,72,0
Dsc2,12,16,12,14,14,27
Dsc3,14,6,7,10,0,0
Dscam,15,25,8,27,19,7
Dscaml1,21,9,22,11,12,9
Dscc1,13,27,10,19,14,13
Dse,8,9,12,8,31,6
Dsel,13,10,10,5,10,9
Dsg1a,24,18,6,7,13,9
Dsg1b,23,14,7,13,12,8
Dsg1c,32,9,19,24,13,8
Dsg2,6,7,6,5,7,11
Dsg3,8,6,7,9,6,8
Dsg4,23,20,10,10,9,12
Dsn1,10,0,0,0,0,0
Dsp,27,17,19,9,14,8
Dspp,6,10,7,10,6,5
Dst,61776,52272,44064,27216,41796,22032
Dstn,0,0,7,14,0,0
Dstyk,8,6,7,9,9,6
Dtd1,0,0,0,6,9,6
Dtd2,16,28,12,14,12,0
Dtl,64,44,0,24,36,28
Dtna,62,36,24,48,0,36
Dtnb,9,12,12,7,7,6
Dtnbp1,8,8,9,0,7,6
Dtwd1,6,10,0,6,7,0
Dtwd2,0,0,6,6,0,0
Dtx1,10,11,6,6,7,6
Dtx2,8,9,0,7,7,8
Dtx3,19,21,34,14,16,8
Dtx3l,7,10,10,7,7,7
Dtx4,23,44,25,11,10,6
Dtymk,0,13,36,12,12,0
Duox1,26,10,9,14,12,23
Duox2,12,12,13,15,30,8
Duoxa1,18,9,20,14,14,8
Duoxa2,19,11,20,12,12,0
Dus1l,9,10,0,8,15,14
Dus2,25,0,22,20,26,14
Dus3l,6,0,7,0,8,9
Dus4l,0,0,0,10,6,9
Dusp1,9,0,0,6,6,9
Dusp10,0,7,6,6,7,8
Dusp11,14,0,10,10,9,7
Dusp12,24,12,16,14,22,14
Dusp13,600,648,540,432,738,672
Dusp14,8,0,7,0,0,0
Dusp15,12,0,6,7,0,6
Dusp16,9,0,10,11,0,0
Dusp18,8,0,0,0,7,6
Dusp19,6,7,0,8,8,6
Dusp2,6,8,6,0,7,0
Dusp21,13,0,6,0,0,0
Dusp22,9,8,6,18,10,11
Dusp23,0,9,0,6,0,0
Dusp26,6,6,0,0,0,0
Dusp27,22,18,6,10,14,13
Dusp28,0,0,0,0,5,5
Dusp3,9,13,7,6,6,8
Dusp4,0,6,6,6,7,6
Dusp5,6,8,6,0,9,0
Dusp6,0,10,0,0,0,0
Dusp7,0,13,6,6,8,0
Dusp8,7,6,7,16,6,7
Dusp9,0,0,0,7,0,6
Dut,8,8,8,0,8,6
Dux,179,234,159,210,175,177
Duxbl1,6,0,0,0,6,0
Duxbl2,6,0,0,0,6,0
Duxbl3,6,0,0,0,6,0
Dvl1,11,6,17,9,7,9
Dvl2,20,13,10,13,12,9
Dvl3,9,11,10,10,12,24
DXBay18,14,12,14,13,12,0
Dxo,17,28,0,12,13,9
Dydc1,6,9,0,9,8,6
Dydc2,8,6,0,7,5,6
Dym,0,8,9,7,8,8
Dynap,6,0,0,8,6,0
Dync1h1,25,30,23,36,11,14
Dync1i1,12,16,10,8,8,11
Dync1i2,12,8,7,10,15,5
Dync1li1,19,13,8,13,13,17
Dync1li2,17,6,6,6,0,6
Dync2h1,1216,1216,1472,1248,768,928
Dync2li1,7,8,6,5,6,6
Dynll1,0,6,9,0,0,6
Dynll2,6,0,0,8,0,0
Dynlrb1,18,19,9,15,21,22
Dynlrb2,7,9,0,6,9,7
Dynlt1a,6,0,0,6,0,0
Dynlt1b,0,7,6,0,0,0
Dynlt1c,14,12,12,12,12,12
Dynlt1f,14,12,12,12,12,12
Dynlt3,12,7,6,7,6,0
Dyrk1a,18,21,18,18,18,16
Dyrk1b,168,272,216,152,104,128
Dyrk2,8,8,13,6,6,7
Dyrk3,16,0,6,0,0,0
Dyrk4,17,14,16,17,14,17
Dysf,23,19,9,9,24,14
Dytn,12,9,6,6,12,14
Dzank1,18,14,12,17,0,0
Dzip1,7,17,0,12,15,13
Dzip1l,9,7,13,10,16,0
Dzip3,17,18,15,10,12,11
E030030I06Rik,0,0,6,0,8,0
E130308A19Rik,90,0,0,38,24,20
E130309D02Rik,8,10,0,7,8,11
E130311K13Rik,11,7,8,0,6,6
E230025N22Rik,9,13,6,0,8,9
E2f1,12,38,0,28,15,24
E2f2,40,26,0,30,72,32
E2f3,18,16,22,13,20,22
E2f4,19,15,6,10,22,13
E2f5,6,9,9,8,18,6
E2f6,11,25,15,16,29,9
E2f7,8,11,9,6,10,7
E2f8,12,8,8,0,10,11
E330009J07Rik,10,12,6,9,0,8
E330021D16Rik,0,7,11,7,10,0
E330034G19Rik,0,0,7,5,0,0
E430018J23Rik,11,6,7,8,14,0
E4f1,10,7,7,11,11,7
Eaf1,7,9,9,6,9,0
Eaf2,34,40,0,24,0,34
Eapp,13,12,5,8,13,10
Ear1,11,9,8,10,0,9
Ear10,14,11,6,17,7,0
Ear12,12,0,0,11,0,6
Ear14,8,7,0,8,0,6
Ear2,12,0,0,11,0,6
Ear3,12,0,0,11,0,6
Ear4,8,7,0,8,0,6
Ear6,36,13,0,11,9,9
Ear7,36,13,0,11,9,9
Ears2,8,0,0,9,7,7
Ebag9,0,6,7,0,0,6
Ebf1,124,148,0,88,88,64
Ebf2,23,27,10,13,17,13
Ebf3,7,7,10,12,6,7
Ebf4,0,9,6,6,8,6
Ebi3,0,0,8,7,11,0
Ebna1bp2,7,11,6,6,7,6
Ebp,6,0,11,7,6,0
Ebpl,0,0,6,7,0,6
Ecd,12,8,11,18,12,16
Ece1,32,40,22,47,28,18
Ece2,12,17,12,8,15,6
Ecel1,9,17,13,10,7,6
Ech1,11,9,8,7,10,12
Echdc1,9,15,7,8,9,0
Echdc2,27,13,10,14,13,17
Echdc3,0,0,0,6,0,0
Echs1,17,25,14,12,14,14
Eci1,14,6,0,9,9,6
Eci2,14,0,8,12,6,6
Eci3,7,9,0,11,10,9
Ecm1,21,11,10,10,10,8
Ecm2,22,6,15,17,17,18
Ecpas,32,29,17,19,24,19
Ecrg4,8,0,6,0,0,0
Ecscr,116,0,48,80,68,64
Ecsit,0,11,0,8,14,0
Ect2,25,18,13,13,9,13
Ect2l,14,16,9,15,15,10
Eda,132,248,80,60,96,56
Eda2r,12,7,6,7,6,0
Edar,21,19,16,12,14,13
Edaradd,0,8,0,7,0,0
Edc3,9,8,8,6,13,7
Edc4,7,6,8,8,6,24
Eddm3b,0,8,0,9,8,0
Edem1,8,7,6,7,6,7
Edem2,6,10,10,14,14,10
Edem3,10,11,0,6,7,0
Edf1,11,17,0,14,7,8
Edil3,0,0,10,8,0,0
Edn1,6,0,9,7,9,8
Edn3,6,8,9,0,0,0
Ednra,12,17,5,6,7,7
Ednrb,8,0,0,0,0,11
Edrf1,33,10,21,7,10,6
Eea1,9,9,5,14,8,15
Eed,16,9,13,12,12,13
Eef1a1,22,10,0,16,11,13
Eef1a2,0,9,0,0,7,23
Eef1akmt1,6,7,8,0,0,0
Eef1akmt2,14,20,21,12,14,14
Eef1akmt3,8,0,0,0,6,6
Eef1akmt4,7,11,7,6,6,7
Eef1akmt4-ece2,14,23,14,9,16,8
Eef1aknmt,12,0,9,7,6,9
Eef1b2,12,7,6,6,11,8
Eef1d,26,40,24,24,34,32
Eef1e1,0,7,0,0,6,5
Eef1g,22,15,7,10,21,12
Eef2,44,26,9,29,18,21
Eef2k,8,9,0,11,6,7
Eef2kmt,8,13,10,6,14,0
Eefsec,6,0,8,7,0,7
Eepd1,6,8,0,6,7,7
Efcab1,7,7,6,6,6,5
Efcab10,7,0,0,0,6,0
Efcab11,10,7,0,6,0,0
Efcab12,16,6,7,12,0,0
Efcab14,14,10,11,6,8,0
Efcab15,11,7,11,8,8,0
Efcab2,11,11,13,8,8,11
Efcab3,0,5,8,12,6,6
Efcab5,38,37,23,22,23,24
Efcab6,708,216,396,288,342,324
Efcab7,9,0,6,9,6,6
Efcab8,11,15,7,11,0,9
Efcab9,0,6,0,8,9,7
Efcc1,0,10,7,8,0,11
Efemp1,0,9,7,7,7,0
Efemp2,14,17,7,12,17,10
Efhb,21,6,8,7,10,8
Efhc1,0,7,8,12,0,0
Efhc2,6,9,0,6,6,0
Efhd1,0,7,0,7,5,9
Efhd2,0,6,0,7,7,0
Efl1,10,14,10,12,7,7
Efna1,8,10,0,0,0,0
Efna2,0,0,0,0,6,0
Efna3,11,8,6,0,0,0
Efna4,0,10,8,0,18,12
Efna5,6,0,0,6,0,0
Efnb1,0,5,0,11,7,7
Efnb2,21,10,12,9,10,8
Efnb3,11,8,10,0,11,12
Efr3a,26,79,20,18,18,12
Efr3b,9,0,5,9,14,6
Efs,15,7,7,7,0,0
Eftud2,12,7,12,10,11,7
Egf,1152,1312,480,1120,1280,1088
Egfbp2,40,21,18,26,23,13
Egfem1,16,25,16,16,22,18
Egfl6,11,14,7,9,21,7
Egfl7,8,8,0,7,9,0
Egfl8,16,14,6,8,7,6
Egflam,15,8,10,9,8,7
Egfr,1056,832,960,576,448,544
Egln1,6,5,6,0,0,0
Egln2,29,30,20,36,36,18
Egln3,0,0,0,8,8,0
Egr1,6,10,0,0,0,0
Egr2,7,6,7,7,7,7
Egr3,5,0,6,0,6,0
Egr4,5,0,8,7,0,0
Ehbp1,15,19,11,11,7,9
Ehbp1l1,4064,1920,1440,1872,2496,1008
Ehd1,6,0,0,0,0,0
Ehd2,6,8,6,12,9,11
Ehd3,6,5,7,6,0,0
Ehd4,6,0,9,8,0,7
Ehf,12,6,6,6,12,6
Ehhadh,10,0,7,0,5,6
Ehmt1,13,25,13,17,23,9
Ehmt2,29,25,16,9,46,5
Ei24,14,19,8,10,10,15
Eid1,0,0,0,0,6,0
Eid2,5,11,7,10,6,0
Eid2b,10,0,9,0,0,6
Eid3,8,6,0,7,6,0
Eif1,16,6,5,19,8,12
Eif1a,35,28,13,20,18,9
Eif1ad,0,0,15,8,7,9
Eif1ax,12,9,6,8,14,8
Eif1b,6,6,6,7,7,9
Eif2a,18,19,10,12,17,10
Eif2ak1,10,14,7,15,9,6
Eif2ak2,11,27,9,12,18,8
Eif2ak3,34,40,64,46,28,48
Eif2ak4,71,26,22,20,34,18
Eif2b1,6,17,17,9,9,11
Eif2b2,24,8,7,7,7,7
Eif2b3,48,0,48,60,74,42
Eif2b4,19,12,0,14,6,7
Eif2b5,8,8,13,7,14,8
Eif2d,9,10,7,8,7,8
Eif2s1,9,9,8,7,6,13
Eif2s2,10,10,9,7,10,6
Eif2s3x,12,11,10,8,11,9
Eif2s3y,0,0,6,0,0,6
Eif3a,39,11,22,18,27,19
Eif3b,14,10,6,6,6,12
Eif3c,14,14,9,9,13,14
Eif3d,6,7,0,7,7,9
Eif3e,9,6,10,12,10,12
Eif3f,6,0,0,7,6,0
Eif3g,15,15,23,14,12,6
Eif3h,6,0,0,7,9,7
Eif3i,11,6,0,8,11,9
Eif3j1,14,6,10,12,0,6
Eif3j2,14,6,10,12,0,6
Eif3k,0,14,6,0,0,7
Eif3l,5,7,8,6,0,0
Eif3m,7,14,5,10,14,8
Eif4a1,14,25,9,16,17,14
Eif4a2,88,50,60,24,24,34
Eif4a3,18,16,18,12,44,19
Eif4a3l1,6,7,0,8,7,5
Eif4b,17,17,12,15,21,15
Eif4e,0,0,0,0,6,0
Eif4e1b,12,10,6,25,10,16
Eif4e2,140,40,134,36,30,28
Eif4e3,5,0,7,7,0,0
Eif4ebp1,0,0,6,6,0,7
Eif4ebp2,6,0,0,0,0,0
Eif4ebp3,6,0,0,12,6,0
Eif4enif1,12,18,10,11,11,11
Eif4g1,54,20,16,34,28,20
Eif4g2,19,20,24,18,31,11
Eif4g3,2304,2976,4392,2736,5184,2304
Eif4h,26,20,14,20,21,10
Eif5,21,8,14,9,11,7
Eif5a,20,20,16,13,8,15
Eif5a2,11,6,9,6,0,6
Eif5b,29,16,18,18,16,17
Eif6,11,17,7,23,7,14
Eipr1,8,0,0,9,6,8
Elac1,0,0,6,8,0,0
Elac2,112,176,140,96,184,56
Elane,9,7,8,0,10,0
Elavl1,0,6,0,6,0,7
Elavl2,24,26,28,0,0,30
Elavl3,12,10,8,8,8,6
Elavl4,248,184,128,112,184,112
Elf1,88,112,48,88,48,88
Elf2,36,30,42,51,57,48
Elf3,6,0,8,6,8,7
Elf4,10,0,0,6,0,6
Elf5,7,0,0,0,0,0
Elfn1,11,9,6,8,6,6
Elfn2,8,0,0,12,11,6
Elk1,8,6,5,6,0,6
Elk3,18,12,22,19,14,20
Elk4,8,5,0,12,11,7
Ell,11,12,15,8,16,16
Ell2,12,10,7,11,10,7
Ell3,10,15,9,12,8,19
Elmo1,24,36,32,28,26,22
Elmo2,15,13,16,6,9,0
Elmo3,20,14,0,12,14,14
Elmod1,6,8,7,0,7,6
Elmod2,8,11,6,16,6,7
Elmod3,14,6,8,6,7,6
Elmsan1,11,11,18,8,8,6
Eln,16,25,24,15,20,15
Eloa,13,11,8,0,14,7
Elob,10,17,6,15,6,13
Elobl,13,15,11,12,9,8
Eloc,8,8,0,0,8,0
Elof1,0,0,7,0,0,0
Elovl1,36,44,52,40,30,24
Elovl2,11,14,0,9,6,0
Elovl3,11,9,8,7,0,11
Elovl4,17,6,14,6,14,6
Elovl5,12,6,0,7,6,11
Elovl6,6,0,0,0,6,6
Elovl7,9,10,7,24,7,10
Elp1,28,25,11,14,13,8
Elp2,36,52,22,22,31,12
Elp3,27,28,12,12,16,18
Elp4,15,10,0,10,11,17
Elp5,208,224,192,152,120,280
Elp6,6,0,9,0,7,6
Emb,6,8,5,12,7,6
Emc1,25,28,22,7,11,18
Emc10,72,44,80,48,108,64
Emc2,6,6,6,9,0,0
Emc3,6,0,0,6,6,8
Emc4,11,16,0,9,0,0
Emc6,6,7,9,0,6,10
Emc7,0,0,0,0,0,6
Emc8,11,8,11,9,12,9
Emc9,9,37,12,11,17,11
Emcn,10,10,8,19,9,6
Emd,11,6,9,0,7,6
Eme1,6,6,9,7,0,0
Eme2,7,7,6,10,10,0
Emg1,19,12,6,8,14,7
Emid1,9,6,8,6,7,6
Emilin1,7,0,9,8,19,6
Emilin2,11,9,8,6,6,9
Emilin3,13,6,10,7,9,18
Eml1,52,92,64,52,0,96
Eml2,18,14,15,20,16,18
Eml3,19,29,11,32,23,15
Eml4,7,16,7,12,12,7
Eml5,25,41,46,11,17,18
Eml6,31,21,29,25,36,17
Emp1,8,0,7,0,0,0
Emp2,0,6,6,7,6,7
Emp3,6,6,6,7,6,6
Emsy,15,17,8,0,8,7
Emx1,0,0,0,0,6,0
Emx2,9,11,11,13,7,7
En1,6,7,0,7,0,0
En2,6,0,0,0,0,5
Enah,24,39,39,30,42,18
Enam,11,14,9,15,15,9
Enc1,0,0,7,6,0,0
Endod1,0,9,0,7,6,6
Endog,12,17,0,7,6,22
Endou,8,6,0,0,8,0
Endov,28,16,0,12,0,13
Eng,20,30,8,10,7,13
Engase,30,10,6,9,9,6
Enho,10,8,12,6,6,6
Enkd1,10,10,6,15,21,11
Enkur,0,6,0,0,0,0
Eno1,8,6,7,0,5,0
Eno1b,0,6,5,0,9,5
Eno2,49,12,0,18,16,12
Eno3,40,38,32,22,21,32
Eno4,16,26,19,30,15,16
Enoph1,15,11,7,7,10,0
Enox1,33,24,14,15,21,15
Enox2,16,7,6,10,12,6
Enpep,9,15,9,14,15,15
Enpp1,72,48,44,64,36,46
Enpp2,16,14,11,12,9,12
Enpp3,12,17,13,11,12,24
Enpp4,6,0,0,6,0,0
Enpp5,184,88,0,152,144,0
Enpp6,8,6,5,6,6,7
Enpp7,6,0,0,0,0,6
Enthd1,7,10,0,6,7,7
Entpd1,72,40,28,60,28,44
Entpd2,6,7,6,6,8,0
Entpd3,9,6,7,7,6,7
Entpd5,52,32,32,0,60,56
Entpd6,26,0,0,20,30,40
Entpd7,11,8,6,9,6,6
Entpd8,10,0,0,8,9,7
Entr1,20,13,16,12,22,14
Eny2,0,7,0,0,0,0
Eogt,16,7,12,7,15,14
Eomes,12,9,0,6,5,5
Ep300,28,34,17,15,38,16
Ep400,23,37,14,21,11,7
Epas1,16,13,7,10,7,6
Epb41,3024,2160,3240,1152,1536,2448
Epb41l1,30,48,68,28,30,52
Epb41l2,13,23,9,13,28,22
Epb41l3,36,70,32,32,28,56
Epb41l4a,12,16,18,13,9,15
Epb41l4b,96,72,64,104,84,72
Epb41l5,86,24,56,50,32,28
Epb42,9,19,6,23,15,19
Epc1,88,80,96,60,48,72
Epc2,14,7,16,13,7,7
Epcam,11,6,9,7,11,0
Epdr1,8,6,0,0,0,6
Epg5,7,6,9,14,7,6
Epgn,6,6,0,6,0,0
Epha1,18,9,8,9,7,13
Epha10,96,88,52,120,64,68
Epha2,9,8,10,8,10,0
Epha3,11,7,6,6,11,0
Epha4,8,6,7,9,8,10
Epha5,12,11,18,16,9,13
Epha6,9,8,15,10,7,12
Epha7,38,40,20,30,24,32
Epha8,9,8,9,9,11,10
Ephb1,14,9,7,7,10,8
Ephb2,8,6,13,10,6,6
Ephb3,9,8,10,6,11,11
Ephb4,17,10,5,10,10,10
Ephb6,14,8,6,18,6,12
Ephx1,8,0,0,6,0,0
Ephx2,24,41,24,20,38,30
Ephx3,6,7,0,6,0,7
Ephx4,16,12,13,14,25,17
Epm2a,0,5,0,10,0,0
Epm2aip1,6,5,7,6,0,0
Epn1,12,11,6,7,10,7
Epn2,25,0,16,18,16,18
Epn3,32,56,16,19,22,20
Epo,10,0,9,6,0,7
Epop,0,0,6,9,0,0
Epor,8,6,0,9,6,6
Epp13,18,34,19,24,28,13
Eppin,0,10,0,6,6,0
Eppk1,25,27,13,12,24,21
Eprs,16,10,11,16,9,12
Eps15,56,0,64,64,56,52
Eps15l1,168,144,128,216,192,136
Eps8,48,72,60,80,72,64
Eps8l1,9,8,16,7,7,8
Eps8l2,15,18,14,9,15,8
Eps8l3,22,7,9,7,9,6
Epsti1,960,576,480,608,672,640
Epx,7,11,9,7,0,0
Epyc,9,0,9,5,8,0
Eqtn,6,6,0,9,6,7
Eral1,29,19,6,7,0,6
Erap1,7,12,9,10,16,5
Eras,7,8,6,6,7,8
Erbb2,26,8,16,11,15,7
Erbb3,49,38,29,36,31,22
Erbb4,16,10,10,21,17,19
Erbin,34,30,14,12,12,22
Erc1,512,496,320,464,512,384
Erc2,20,13,16,11,20,6
Ercc1,6,6,10,8,11,8
Ercc2,20,9,8,15,14,7
Ercc3,14,9,5,12,11,8
Ercc4,7,0,0,0,7,6
Ercc5,9,16,10,12,7,10
Ercc6,14,10,14,7,13,9
Ercc6l,13,0,0,6,13,0
Ercc6l2,408,216,240,144,144,240
Ercc8,16,0,12,46,15,0
Ereg,8,6,0,0,6,0
Erf,0,6,9,0,8,6
Erfe,6,6,9,10,8,6
Erg,0,20,0,20,21,14
Erg28,13,14,14,12,12,0
Ergic1,9,6,7,13,0,0
Ergic2,21,32,36,22,14,14
Ergic3,7,22,16,8,16,11
Erh,9,0,8,7,6,12
Eri1,6,11,0,0,6,0
Eri2,144,192,164,72,72,112
Eri3,16,0,11,16,16,18
Erich1,33,20,18,14,16,14
Erich2,13,0,7,6,12,10
Erich3,8,12,9,5,6,8
Erich4,6,6,0,0,0,0
Erich5,0,0,6,5,0,0
Erich6,13,19,8,13,12,19
Erich6b,20,16,15,14,0,0
Erlec1,11,0,7,8,14,0
Erlin1,22,15,15,8,9,13
Erlin2,12,9,0,7,14,0
Ermap,25,9,6,18,14,7
Ermard,19,0,0,12,0,12
Ermn,0,6,0,8,0,0
Ermp1,9,6,8,6,6,7
Ern1,9,15,7,6,8,0
Ern2,6,10,8,6,9,8
Ero1l,7,28,17,13,6,11
Ero1lb,11,9,9,8,10,14
Erp27,9,6,0,0,9,8
Erp29,0,0,0,6,0,6
Erp44,6,8,9,0,7,6
Esam,9,9,0,6,10,9
Esco1,13,0,8,7,6,13
Esco2,15,23,11,6,12,8
Esd,22,9,9,8,6,8
Esf1,24,12,15,14,15,16
Esm1,0,0,7,14,0,0
Esp1,8,6,0,0,0,0
Espl1,18,27,15,13,23,14
Espn,276,384,204,204,232,0
Espnl,9,15,8,10,10,9
Esr1,464,336,336,544,256,320
Esr2,0,9,6,6,8,8
Esrp1,10,8,6,16,13,0
Esrp2,6,6,0,9,14,7
Esrra,16,21,9,7,11,14
Esrrb,128,184,72,96,144,72
Esrrg,17,15,7,0,9,8
Ess2,13,29,21,6,8,16
Esx1,0,0,8,6,12,0
Esyt1,13,10,10,12,19,12
Esyt2,8,7,10,9,8,19
Esyt3,9,7,5,22,14,5
Etaa1,14,14,13,16,20,12
Etf1,16,13,9,6,9,11
Etfa,24,11,10,11,21,17
Etfb,0,6,6,8,8,0
Etfbkmt,10,11,0,0,0,14
Etfdh,12,13,8,16,14,10
Etfrf1,0,6,9,7,6,11
Ethe1,74,28,24,0,40,24
Etl4,280,208,216,176,168,208
Etnk1,6,0,0,0,0,5
Etnk2,10,0,0,22,0,14
Etnppl,7,8,0,8,13,6
Ets1,98,57,0,36,36,36
Ets2,10,6,7,8,7,6
Etv1,22,12,28,20,15,10
Etv2,7,12,0,0,6,0
Etv3,120,84,64,0,52,48
Etv4,16,21,14,18,18,18
Etv5,18,11,16,0,6,0
Etv6,8,0,0,10,6,0
Eva1a,0,0,6,0,0,0
Eva1b,7,13,6,10,20,8
Eva1c,14,0,15,14,12,0
Evc,16,10,7,7,7,10
Evc2,9,8,8,7,8,6
Evi2,19,7,0,10,14,0
Evi2a,0,0,0,7,7,0
Evi2b,19,7,0,10,14,0
Evi5,40,17,10,21,23,21
Evi5l,240,136,104,112,144,104
Evl,304,328,96,176,208,168
Evpl,23,10,10,10,15,0
Evx1,7,6,5,7,5,0
Evx2,7,0,6,9,0,0
Ewsr1,8748,4536,4104,2916,5022,2268
Exd1,16,11,12,5,8,6
Exd2,0,6,7,6,17,0
Exo1,10,11,6,7,10,0
Exo5,5,6,6,6,6,0
Exoc1,176,272,232,304,192,0
Exoc2,376,192,160,296,112,144
Exoc3,14,10,0,0,0,5
Exoc3l,19,8,6,0,11,10
Exoc3l2,9,0,10,0,7,6
Exoc3l4,0,0,7,9,7,0
Exoc4,23,18,14,12,0,12
Exoc5,9,8,12,5,8,6
Exoc6,22,24,10,13,7,8
Exoc6b,9,13,9,6,8,8
Exoc7,30,50,22,20,50,20
Exoc8,17,22,20,13,13,7
Exog,8,7,8,7,7,10
Exosc1,58,36,50,50,40,35
Exosc10,28,20,23,0,30,40
Exosc2,7,0,0,0,6,0
Exosc3,8,8,0,0,0,6
Exosc4,0,6,7,6,18,6
Exosc5,13,6,8,6,8,6
Exosc6,6,6,6,0,6,5
Exosc7,20,6,9,6,0,8
Exosc8,10,9,0,6,11,0
Exosc9,9,12,12,15,6,12
Exph5,13,12,6,7,10,6
Ext1,12,5,6,6,0,5
Ext2,28,24,60,26,32,32
Extl1,54,32,30,20,24,20
Extl2,9,9,9,10,12,7
Extl3,7,8,0,15,0,8
Eya1,39,16,20,20,18,26
Eya2,13,8,7,8,12,12
Eya3,164,220,104,180,160,72
Eya4,224,328,96,104,120,112
Ezh1,27,21,24,15,13,9
Ezh2,12,8,9,10,17,8
Ezr,6,7,0,12,6,7
F10,8,8,9,13,0,6
F11,11,7,6,6,6,6
F11r,13,7,14,9,13,7
F12,0,9,10,10,14,0
F13a1,0,11,7,6,8,0
F13b,0,0,0,6,6,6
F2,16,5,8,8,9,5
F2r,0,8,7,5,0,7
F2rl1,9,6,0,0,0,7
F2rl2,11,7,10,7,0,6
F2rl3,18,0,5,0,10,0
F3,6,0,6,0,0,0
F5,37,15,20,22,18,9
F7,6,7,6,7,0,0
F8,17,18,11,8,7,7
F830016B08Rik,6,8,7,8,5,0
F830045P16Rik,5,6,7,11,8,0
F8a,7,7,0,6,0,0
F9,11,16,8,6,7,0
Fa2h,0,6,0,5,0,0
Faah,7,0,6,8,9,7
Faap100,11,8,14,7,24,9
Faap20,10,0,0,0,0,6
Faap24,5,14,10,0,0,10
Fabp1,0,0,0,8,6,0
Fabp12,0,7,11,8,0,0
Fabp2,0,7,0,6,0,0
Fabp3,9,6,0,9,8,6
Fabp4,10,17,9,5,7,0
Fabp5,34,34,0,0,0,24
Fabp6,7,14,15,0,8,10
Fabp7,0,0,0,5,7,0
Fabp9,0,6,5,0,0,7
Fadd,6,13,0,0,5,0
Fads1,6,10,0,10,8,8
Fads2,7,12,7,0,12,6
Fads2b,8,13,0,0,12,11
Fads3,17,12,7,7,12,10
Fads6,6,6,6,6,12,5
Faf1,10,12,12,14,6,8
Faf2,11,8,0,12,11,0
Fah,6,9,5,8,0,7
Fahd1,0,10,6,0,6,8
Fahd2a,14,11,10,7,6,0
Faim,7,6,6,6,7,0
Faim2,25,13,8,7,10,8
Faiml,7,9,9,6,7,7
Fam102a,11,17,0,0,8,6
Fam102b,7,7,9,6,7,6
Fam104a,52,56,72,32,30,24
Fam107a,10,0,0,0,10,0
Fam107b,0,9,0,6,0,6
Fam110a,0,0,7,6,0,0
Fam110b,9,6,7,8,0,0
Fam110c,8,6,0,0,0,6
Fam111a,8,10,12,12,6,6
Fam114a1,15,6,9,13,12,6
Fam114a2,8,15,0,6,14,11
Fam117a,9,7,6,6,18,6
Fam117b,15,6,7,16,6,5
Fam118a,6,10,12,7,6,11
Fam118b,16,6,9,10,12,16
Fam120a,9,9,6,9,0,6
Fam120b,8,6,0,6,21,7
Fam120c,9,9,0,10,12,8
Fam122a,9,10,13,0,7,7
Fam122b,10,15,7,0,6,0
Fam122c,0,14,0,7,6,0
Fam124a,6,0,0,5,0,0
Fam124b,0,8,5,0,0,0
Fam126a,76,96,48,56,68,64
Fam126b,29,22,14,32,16,18
Fam129a,13,6,6,7,7,15
Fam129b,25,8,11,7,15,8
Fam129c,13,12,0,7,6,9
Fam131a,6,0,8,7,7,7
Fam131b,21,7,7,11,10,7
Fam131c,7,6,10,9,0,6
Fam133b,6,0,7,9,9,7
Fam135a,9,13,0,11,10,15
Fam135b,9,0,14,7,7,0
Fam136a,11,0,12,12,0,0
Fam13a,12,8,11,6,6,6
Fam13b,10,10,6,6,0,6
Fam13c,9,0,6,0,7,6
Fam149a,13,11,7,7,7,6
Fam149b,288,104,160,232,128,112
Fam151a,12,7,9,9,10,0
Fam151b,7,7,0,7,6,6
Fam155a,15,0,14,10,16,0
Fam160a1,10,13,0,6,7,12
Fam160a2,14,9,8,8,6,0
Fam160b1,9,6,0,0,9,0
Fam160b2,10,6,8,14,10,0
Fam161a,6,7,6,7,9,6
Fam161b,11,23,10,6,8,6
Fam162a,9,9,9,10,7,8
Fam162b,26,7,14,8,0,6
Fam163a,7,0,9,0,0,0
Fam163b,6,0,0,0,8,6
Fam166a,10,0,13,9,7,6
Fam166b,9,8,12,8,7,6
Fam167a,0,0,7,0,6,0
Fam167b,0,0,0,8,0,0
Fam168a,97,77,39,78,56,74
Fam168b,7,0,8,8,0,0
Fam169a,29,11,13,13,14,19
Fam169b,7,12,8,9,7,12
Fam170a,0,0,0,6,0,13
Fam170b,0,6,0,0,7,8
Fam171a1,44,36,42,32,56,36
Fam171a2,13,25,7,19,11,11
Fam171b,10,8,10,9,16,8
Fam172a,23,24,17,10,13,23
Fam173a,27,24,9,18,20,22
Fam174a,0,0,6,0,0,0
Fam174b,0,0,0,6,6,0
Fam178b,63,99,54,54,63,54
Fam180a,0,0,6,0,0,0
Fam181a,7,0,0,0,6,0
Fam183b,26,18,14,12,16,12
Fam184a,17,16,30,11,8,9
Fam184b,0,7,19,6,11,6
Fam185a,6,7,6,0,0,6
Fam186a,9,0,0,8,7,16
Fam186b,6,8,5,6,7,6
Fam187a,13,11,12,7,9,6
Fam187b,36,28,0,0,38,26
