GeneID,083T,128T,135T,147T,157T,168T
Jakmip3,11,10,18,6,10,8
Jam2,6,10,10,10,6,6
Jam3,6,13,6,14,6,9
Jaml,6,11,11,7,7,6
Jarid2,25,18,26,12,18,12
Jazf1,8,0,9,0,0,6
Jcad,19,20,8,9,14,12
Jchain,0,0,11,6,0,0
Jdp2,6,0,0,0,0,0
Jhy,21,11,9,9,9,6
Jkamp,9,13,11,9,10,7
Jmjd1c,160,164,128,192,180,124
Jmjd4,21,0,0,12,12,0
Jmjd6,9,0,7,0,7,6
Jmjd7,31,8,8,25,15,11
Jmjd8,18,14,20,11,8,10
Jmy,27,10,8,7,11,12
Josd1,7,12,6,6,9,8
Josd2,18,16,28,20,22,0
Jph1,22,12,9,7,15,10
Jph2,0,7,6,7,7,6
Jph3,8,6,6,0,0,8
Jph4,7,6,0,11,11,7
Jpt1,8,10,5,10,9,6
Jpt2,11,0,5,8,0,10
Jrk,5,0,0,0,6,7
Jsrp1,17,11,26,17,16,15
Jtb,21,11,10,8,13,15
Jun,7,8,0,0,6,0
Junb,0,0,6,0,0,6
Jund,6,7,6,0,0,0
Jup,11,7,7,0,11,6
Kalrn,1568,1760,1152,1248,960,1408
Kank1,7,5,9,7,0,7
Kank2,8,11,9,10,12,6
Kank3,16,16,26,14,17,20
Kank4,9,20,16,13,17,6
Kansl1,6,10,7,8,14,6
Kansl1l,9,7,0,0,6,0
Kansl2,14,28,14,12,28,34
Kansl3,12,5,6,8,7,10
Kap,0,6,10,0,7,0
Kars,144,56,64,48,176,84
Kat14,14,16,10,14,14,17
Kat2a,14,14,6,11,11,7
Kat2b,228,188,68,204,160,180
Kat5,568,256,288,592,400,224
Kat6a,14,10,13,19,13,8
Kat6b,23,29,11,17,7,11
Kat7,18,21,9,13,19,10
Kat8,16,0,14,22,14,12
Katna1,0,0,0,7,7,6
Katnal1,15,11,20,7,10,9
Katnal2,10,8,12,9,7,9
Katnb1,8,13,7,6,9,7
Katnbl1,0,6,8,10,6,8
Kazald1,0,6,6,0,5,0
Kazn,152,76,56,56,64,52
Kbtbd11,23,12,13,13,9,13
Kbtbd12,5,6,0,6,0,7
Kbtbd13,0,6,0,0,0,0
Kbtbd2,7,6,7,5,6,6
Kbtbd3,0,0,7,0,6,0
Kbtbd4,6,0,15,6,8,9
Kbtbd6,11,0,7,0,5,12
Kbtbd7,12,6,0,9,7,8
Kbtbd8,10,6,0,7,0,6
Kcmf1,5,10,0,13,7,0
Kcna1,15,7,6,6,15,6
Kcna10,6,7,7,7,12,9
Kcna2,19,8,10,14,12,7
Kcna3,12,6,0,0,8,9
Kcna4,11,9,10,13,8,7
Kcna5,0,0,0,0,8,0
Kcna6,0,6,10,0,0,0
Kcna7,8,14,7,0,7,7
Kcnab1,8,0,6,8,7,13
Kcnab2,16,7,6,12,9,9
Kcnab3,20,31,7,11,18,13
Kcnb1,6,11,7,0,9,11
Kcnb2,8,12,7,0,5,12
Kcnc1,28,26,0,24,24,22
Kcnc2,10,12,0,0,15,14
Kcnc3,20,6,0,11,10,8
Kcnc4,13,0,6,7,7,7
Kcnd1,0,12,7,7,5,9
Kcnd2,7,7,0,0,0,0
Kcnd3,22,13,6,0,11,7
Kcne1,0,0,0,0,0,6
Kcne1l,0,0,0,0,0,6
Kcne2,0,0,6,6,0,7
Kcne3,5,0,0,0,0,0
Kcne4,0,0,0,0,6,0
Kcnf1,6,9,0,0,0,0
Kcng1,8,0,0,0,0,0
Kcng2,6,0,6,8,6,0
Kcng3,11,0,0,0,0,0
Kcng4,8,0,6,6,6,5
Kcnh1,8,0,9,8,7,6
Kcnh2,160,176,136,128,128,176
Kcnh3,8,11,18,9,6,8
Kcnh4,15,17,7,6,18,0
Kcnh5,14,15,8,6,12,11
Kcnh6,11,17,7,7,18,6
Kcnh7,6,8,5,6,10,7
Kcnh8,14,6,6,6,8,16
Kcnip1,1224,912,828,468,1224,912
Kcnip2,152,176,112,232,120,152
Kcnip3,32,36,46,40,46,24
Kcnip4,864,918,864,1152,648,1008
Kcnj1,11,0,0,8,9,10
Kcnj10,10,8,7,7,14,6
Kcnj11,0,6,6,7,0,0
Kcnj12,0,6,0,8,0,8
Kcnj13,0,0,8,6,0,8
Kcnj14,15,8,7,13,12,9
Kcnj15,0,8,7,11,11,7
Kcnj16,6,9,9,10,7,13
Kcnj2,14,7,8,6,7,13
Kcnj3,0,8,11,0,0,0
Kcnj4,0,0,7,7,8,0
Kcnj5,0,8,0,0,6,6
Kcnj6,20,12,14,15,0,0
Kcnj8,0,13,12,14,0,0
Kcnj9,7,0,0,9,11,0
Kcnk1,0,0,7,0,10,0
Kcnk10,26,24,0,0,26,0
Kcnk12,0,0,0,0,7,0
Kcnk13,0,0,5,0,7,0
Kcnk15,9,0,0,0,7,6
Kcnk16,19,0,0,6,8,11
Kcnk18,0,6,0,0,6,6
Kcnk2,9,13,8,10,7,7
Kcnk3,0,9,7,8,9,0
Kcnk4,19,9,10,0,10,8
Kcnk5,6,5,8,7,5,9
Kcnk6,8,0,0,0,7,6
Kcnk7,0,10,8,12,7,9
Kcnk9,6,0,0,6,7,0
Kcnma1,392,272,200,288,216,144
Kcnmb1,8,5,7,6,0,0
Kcnmb2,0,0,0,0,8,0
Kcnmb4,5,0,0,10,6,6
Kcnn1,40,52,32,24,24,44
Kcnn2,20,40,42,24,46,24
Kcnn3,17,15,7,7,9,6
Kcnn4,14,10,6,6,6,7
Kcnq1,9,12,12,17,8,13
Kcnq2,46,24,22,37,20,16
Kcnq3,16,9,8,8,10,7
Kcnq4,8,9,8,14,12,6
Kcnq5,22,20,12,13,6,9
Kcnrg,56,68,44,28,40,38
Kcns1,0,0,8,8,8,6
Kcns2,23,9,8,12,10,8
Kcns3,6,0,0,6,5,0
Kcnt1,27,18,10,12,14,8
Kcnt2,23,8,9,13,7,7
Kcnu1,13,11,6,17,7,9
Kcnv1,7,9,6,0,0,0
Kcnv2,0,5,6,0,8,6
Kcp,17,7,12,10,17,8
Kctd1,512,656,384,224,304,208
Kctd10,23,12,10,14,9,19
Kctd11,15,6,12,8,8,8
Kctd12,0,0,7,6,0,0
Kctd12b,0,0,0,6,0,0
Kctd13,0,6,8,0,15,8
Kctd14,12,6,0,6,7,0
Kctd15,0,0,0,5,6,6
Kctd16,22,9,0,8,6,6
Kctd17,8,0,6,11,9,9
Kctd18,0,56,56,68,68,52
Kctd19,10,30,17,16,6,10
Kctd2,21,17,11,11,6,12
Kctd20,7,10,0,13,7,9
Kctd21,17,31,12,7,7,13
Kctd3,240,456,240,252,384,336
Kctd4,21,0,11,8,0,9
Kctd5,18,13,12,9,9,7
Kctd6,7,12,6,11,7,6
Kctd7,6,6,7,0,0,0
Kctd8,11,5,6,0,7,0
Kctd9,624,416,528,688,528,224
Kdelr1,0,0,0,10,6,0
Kdelr2,0,0,6,0,8,0
Kdelr3,0,7,0,6,6,0
Kdf1,10,0,12,6,0,10
Kdm1a,10,8,0,0,13,8
Kdm1b,17,15,11,16,10,13
Kdm2a,7,11,12,14,28,16
Kdm2b,704,272,672,256,656,368
Kdm3a,288,0,592,304,320,288
Kdm3b,21,15,13,25,16,12
Kdm4a,280,96,132,80,104,88
Kdm4b,8,6,8,8,11,6
Kdm4c,6,9,6,6,8,6
Kdm4d,11,8,7,6,9,7
Kdm5a,28,16,21,18,10,11
Kdm5b,6,10,13,11,12,8
Kdm5c,12,19,8,7,7,6
Kdm5d,0,0,5,0,0,19
Kdm6a,35,38,26,18,16,18
Kdm6b,20,14,9,8,9,10
Kdm7a,19,18,15,7,21,6
Kdm8,0,7,14,6,0,6
Kdr,1056,608,672,608,512,576
Kdsr,0,9,0,8,8,6
Keap1,10,0,9,0,6,0
Keg1,0,0,5,5,0,0
Kel,17,15,10,6,9,8
Kera,0,0,10,13,6,8
Khdc1a,0,7,0,0,6,6
Khdc1b,0,6,5,8,0,0
Khdc1c,0,6,6,6,6,0
Khdc3,7,0,6,13,0,9
Khdc4,27,15,13,6,10,15
Khdrbs1,9,8,13,10,7,5
Khdrbs2,96,52,25,46,49,28
Khdrbs3,7,8,0,10,0,6
Khk,10,35,23,7,39,9
Khnyn,11,9,7,0,7,7
Khsrp,22,9,11,19,9,6
Kidins220,24,21,11,9,16,6
Kif11,23,21,7,12,10,11
Kif12,18,14,6,0,8,12
Kif13a,18,10,10,12,16,11
Kif13b,9,11,11,21,16,10
Kif14,22,13,24,10,16,18
Kif15,25,17,9,19,8,7
Kif16b,18,22,9,13,9,11
Kif17,6,6,9,8,7,8
Kif18a,9,0,0,6,7,6
Kif18b,13,8,8,9,6,6
Kif19a,6,9,9,9,7,0
Kif1a,37,10,19,7,17,7
Kif1b,3168,512,1024,1440,1312,960
Kif1bp,10,22,0,6,8,14
Kif1c,11,18,9,8,11,6
Kif20a,24,18,11,12,26,15
Kif20b,24,9,15,7,11,7
Kif21a,44,31,31,29,23,34
Kif21b,11,19,25,19,7,23
Kif22,7,17,17,23,10,8
Kif23,15,27,9,15,17,13
Kif24,23,8,11,6,13,7
Kif26a,9,9,11,10,17,16
Kif26b,6,18,6,6,8,5
Kif27,38,18,24,18,29,0
Kif28,10,7,8,10,0,0
Kif2a,12,10,8,11,7,6
Kif2b,11,9,8,6,6,8
Kif2c,42,64,45,58,36,30
Kif3a,9,6,9,7,8,8
Kif3b,8,10,11,6,6,6
Kif3c,5,0,0,8,10,7
Kif4,18,12,11,18,18,9
Kif5a,10,12,8,9,20,9
Kif5b,31,11,13,9,15,10
Kif5c,24,10,16,15,9,11
Kif6,25,19,10,12,15,11
Kif7,24,20,11,20,20,24
Kif9,28,26,14,41,34,26
Kifap3,13,11,14,9,10,10
Kifc1,24,12,19,24,16,21
Kifc2,27,12,19,10,22,16
Kifc3,42,64,42,32,40,28
Kifc5b,37,21,28,27,36,21
Kin,8,9,10,8,15,0
Kir3dl1,20,7,0,6,6,7
Kir3dl2,10,12,0,10,8,0
Kirrel,6,7,6,8,7,7
Kirrel2,6,5,6,8,15,11
Kirrel3,64,64,24,24,32,28
Kiss1r,28,58,56,32,40,46
Kit,13,24,0,17,11,13
Kitl,7,0,10,0,11,6
Kiz,7,7,7,12,8,10
Kl,0,8,8,8,6,0
Klb,7,11,0,0,6,7
Klc1,168,232,108,112,124,88
Klc2,19,13,5,0,9,7
Klc3,15,9,7,7,12,0
Klc4,18,25,8,19,12,15
Klf1,9,9,0,7,21,6
Klf11,0,6,9,14,0,0
Klf12,5,0,6,5,6,7
Klf13,0,0,6,0,6,0
Klf14,0,7,7,0,6,7
Klf15,6,0,6,0,7,7
Klf16,0,6,6,0,0,0
Klf17,7,0,0,9,6,0
Klf2,0,0,0,6,6,0
Klf3,7,0,5,5,0,8
Klf4,0,10,6,9,6,0
Klf5,13,8,8,0,10,0
Klf6,7,5,8,0,6,6
Klf7,0,6,14,0,0,0
Klf8,6,6,6,9,0,6
Klhdc1,7,6,11,6,7,7
Klhdc10,8,8,6,5,7,7
Klhdc2,18,31,6,14,13,13
Klhdc3,38,14,16,20,24,18
Klhdc4,9,6,8,10,7,8
Klhdc7a,0,10,6,0,6,8
Klhdc7b,7,6,7,6,6,0
Klhdc8a,0,6,6,9,0,6
Klhdc8b,36,34,28,0,32,34
Klhdc9,16,16,12,12,13,14
Klhl1,8,0,8,13,0,6
Klhl10,12,13,11,8,17,0
Klhl11,14,5,6,8,10,6
Klhl12,14,22,0,12,16,24
Klhl13,27,12,0,12,10,0
Klhl14,9,0,6,6,7,8
Klhl15,0,6,0,0,6,0
Klhl17,11,8,13,6,0,6
Klhl18,7,14,7,7,11,7
Klhl2,7,11,16,6,10,0
Klhl20,10,0,6,0,9,9
Klhl21,21,0,0,8,8,0
Klhl22,0,6,0,0,6,6
Klhl23,10,10,0,8,8,6
Klhl24,10,7,7,6,7,6
Klhl25,0,0,0,16,0,15
Klhl26,7,6,0,7,6,0
Klhl28,14,14,13,7,8,0
Klhl29,8,8,6,10,7,0
Klhl3,7,9,8,7,6,0
Klhl30,0,0,7,8,6,0
Klhl31,5,5,10,7,0,6
Klhl32,128,80,52,48,0,0
Klhl33,15,0,0,6,0,6
Klhl34,0,0,0,6,14,0
Klhl35,5,0,0,12,6,9
Klhl36,7,0,7,6,7,7
Klhl38,7,0,0,8,5,5
Klhl4,6,10,12,0,6,0
Klhl40,11,6,9,7,7,0
Klhl41,15,18,10,8,10,9
Klhl42,7,0,8,5,8,0
Klhl5,184,68,84,0,56,48
Klhl6,0,6,8,7,6,6
Klhl7,48,60,36,28,32,24
Klhl8,7,6,0,9,10,0
Klhl9,0,7,0,0,6,13
Klk1,2160,1472,448,1488,688,976
Klk10,23,19,29,12,12,6
Klk11,132,80,176,92,88,0
Klk12,12,14,22,7,8,0
Klk13,8,9,7,0,10,9
Klk14,6,0,7,6,5,0
Klk15,6,0,7,0,0,0
Klk1b1,61,31,10,39,23,13
Klk1b11,44,25,17,30,16,8
Klk1b16,22,28,9,27,11,11
Klk1b21,32,20,11,39,12,16
Klk1b22,36,18,15,44,17,13
Klk1b24,34,14,7,8,10,19
Klk1b26,40,21,18,26,23,13
Klk1b27,29,27,5,15,6,10
Klk1b3,29,29,12,16,17,6
Klk1b4,47,13,7,26,11,18
Klk1b5,53,31,16,23,12,18
Klk1b8,35,28,8,16,8,9
Klk1b9,50,15,13,29,19,11
Klk4,6,0,0,0,7,0
Klk5,0,7,6,0,6,0
Klk6,8,12,6,8,12,6
Klk7,0,0,0,0,0,10
Klk8,0,11,10,0,0,6
Klk9,6,12,10,0,7,0
Klkb1,15,9,5,15,9,5
Klra1,7,8,0,16,6,10
Klra10,11,12,6,13,8,7
Klra12,85,103,61,57,51,49
Klra15,101,126,75,79,61,66
Klra17,6,5,9,12,0,11
Klra18,13,7,18,18,10,8
Klra19,13,11,8,10,6,7
Klra2,7,10,10,10,8,6
Klra21,17,18,7,8,7,11
Klra22,101,126,75,80,61,66
Klra23,14,21,13,8,8,0
Klra3,9,9,10,9,10,13
Klra4,13,7,18,18,10,8
Klra5,21,18,9,8,0,8
Klra6,13,11,8,10,6,7
Klra7,30,48,22,22,20,28
Klra8,32,38,14,16,12,23
Klra9,15,13,10,8,9,8
Klrb1,0,0,0,6,0,7
Klrb1a,37,12,20,16,12,0
Klrb1b,10,0,7,10,6,0
Klrb1c,14,8,6,0,0,0
Klrb1f,5,0,0,6,0,6
Klrc1,24,0,0,0,12,0
Klrc2,6,0,0,0,0,0
Klrd1,7,5,6,0,0,0
Klre1,0,6,6,0,8,8
Klrg1,9,8,8,8,15,6
Klrg2,6,0,7,0,6,6
Klrh1,9,8,10,6,8,6
Klri1,0,7,0,0,0,9
Klri2,7,0,0,6,7,6
Klrk1,0,0,0,6,6,9
Kmo,17,25,22,12,31,20
Kmt2a,40,25,12,25,28,14
Kmt2b,25,15,20,11,21,20
Kmt2c,40,40,34,47,25,14
Kmt2d,24,35,13,24,36,23
Kmt2e,17,18,12,15,20,13
Kmt5a,8,7,8,8,0,7
Kmt5b,16,14,12,19,0,26
Kmt5c,6,7,9,0,9,6
Kncn,11,5,0,0,6,0
Kndc1,19,7,8,7,13,19
Kng1,12,16,16,24,18,18
Kng2,184,104,112,104,0,80
Knl1,1248,1312,928,1152,1344,672
Knop1,32,18,10,12,23,16
Knstrn,6,10,7,5,0,6
Kntc1,46,34,44,42,31,28
Kpna1,12,12,0,8,9,12
Kpna2,13,14,10,9,10,6
Kpna3,14,13,15,7,8,11
Kpna4,19,6,5,6,9,10
Kpna6,18,13,11,16,8,8
Kpna7,17,0,0,10,6,5
Kpnb1,17,15,8,20,7,11
Kprp,6,11,0,6,0,5
Kptn,6,0,8,6,8,7
Kras,12,7,13,7,10,10
Krba1,11,15,6,7,6,6
Krcc1,11,7,0,0,7,6
Kremen1,8,9,0,7,11,6
Kremen2,8,6,7,8,0,8
Kri1,38,11,13,7,14,7
Krit1,6,8,5,6,0,0
Krr1,7,8,8,0,6,0
Krt1,6,0,7,9,10,6
Krt10,13,14,9,12,10,8
Krt12,9,17,11,6,6,8
Krt13,12,12,0,10,24,0
Krt14,0,328,160,152,0,104
Krt15,0,11,0,6,5,0
Krt16,6,7,16,14,6,0
Krt17,10,13,9,9,25,8
Krt18,28,13,7,7,0,8
Krt19,0,6,9,7,0,0
Krt2,6,5,0,8,7,0
Krt20,13,14,11,11,8,8
Krt222,9,7,0,7,0,6
Krt23,8,6,6,7,6,0
Krt24,7,9,9,7,10,8
Krt25,0,0,0,6,0,5
Krt26,11,7,7,6,0,6
Krt27,13,18,8,7,10,7
Krt28,11,0,8,11,0,0
Krt31,10,10,6,8,7,6
Krt32,8,7,9,6,9,9
Krt33a,0,10,9,11,6,6
Krt33b,7,8,7,8,7,0
Krt34,11,0,10,8,6,8
Krt35,9,8,7,6,7,0
Krt36,16,0,7,7,0,0
Krt39,5,11,0,11,6,0
Krt4,7,8,0,8,6,0
Krt40,14,12,16,32,0,0
Krt42,5,8,0,6,6,0
Krt5,6,14,0,6,0,6
Krt6a,20,13,7,6,6,0
Krt6b,12,7,10,8,0,11
Krt7,8,11,8,5,8,0
Krt71,12,6,7,7,10,9
Krt72,14,18,11,6,11,0
Krt73,8,0,6,0,0,10
Krt75,8,6,0,9,6,0
Krt76,14,5,8,8,0,6
Krt77,8,7,0,0,7,9
Krt78,21,31,23,12,36,22
Krt79,7,11,12,11,8,11
Krt8,13,0,0,7,0,6
Krt80,6,6,8,8,5,6
Krt81,17,9,12,6,10,9
Krt82,9,7,0,10,0,0
Krt83,17,12,16,18,19,18
Krt84,6,9,6,13,0,0
Krt85,56,52,37,53,54,59
Krt86,6,18,0,19,12,19
Krt87,21,24,18,20,25,28
Krt88,10,7,0,6,6,0
Krt9,6,23,6,6,14,8
Krt90,13,6,0,9,6,0
Krtap1-4,0,0,0,10,10,8
Krtap1-5,0,0,0,10,10,8
Krtap10-10,17,12,10,22,10,10
Krtap10-4,0,8,9,7,6,6
Krtap11-1,0,0,8,6,0,6
Krtap12-1,12,12,0,7,12,11
Krtap13,7,11,0,8,6,0
Krtap13-1,14,6,6,0,5,8
Krtap14,12,6,0,6,0,7
Krtap15,9,7,0,6,0,6
Krtap16-1,0,0,0,6,0,0
Krtap16-3,8,7,0,8,9,0
Krtap17-1,0,0,0,0,6,0
Krtap19-1,29,18,13,23,22,10
Krtap19-2,40,23,18,26,26,14
Krtap19-3,18,15,16,19,24,9
Krtap19-4,13,17,6,12,12,8
Krtap2-4,7,0,0,0,0,0
Krtap21-1,5,0,6,7,6,7
Krtap24-1,0,0,0,0,0,6
Krtap26-1,0,0,6,0,0,0
Krtap27-1,8,0,0,0,0,0
Krtap3-1,0,6,6,8,0,0
Krtap3-2,0,0,0,0,6,0
Krtap31-1,13,13,11,0,0,0
Krtap31-2,0,7,0,7,0,0
Krtap4-1,0,0,6,0,6,0
Krtap4-13,6,0,0,6,7,0
Krtap4-16,6,0,7,7,0,0
Krtap4-2,7,9,0,6,5,6
Krtap4-6,11,15,7,16,12,8
Krtap4-7,6,6,0,0,0,0
Krtap4-8,9,18,6,14,7,9
Krtap4-9,8,28,5,17,11,9
Krtap5-1,0,13,0,7,7,0
Krtap5-2,7,16,12,14,8,15
Krtap5-3,6,10,0,6,10,6
Krtap5-4,12,22,16,11,15,8
Krtap5-5,17,13,8,13,7,11
Krtap6-1,10,0,0,0,0,0
Krtap6-2,0,0,0,0,0,7
Krtap6-5,9,0,0,0,0,0
Krtap9-1,9,9,13,9,7,0
Krtap9-5,15,9,12,12,6,9
Krtcap2,18,15,14,6,21,6
Krtcap3,16,41,9,14,12,11
Krtdap,0,7,8,12,7,0
Ksr1,14,16,18,21,22,0
Ksr2,19,8,11,9,6,6
Kti12,6,10,6,6,0,0
Ktn1,120,177,150,150,132,144
Kxd1,6,8,0,9,0,0
Ky,6,10,0,8,10,6
Kyat1,9,0,0,0,0,6
Kyat3,6,7,7,6,6,8
Kynu,184,96,174,108,102,96
L1cam,10,17,8,12,19,6
L1td1,5,0,0,7,8,0
L2hgdh,12,13,7,11,6,10
L3hypdh,9,6,10,9,12,10
L3mbtl1,7,10,18,6,8,7
L3mbtl2,14,10,0,7,7,11
L3mbtl3,216,108,138,160,168,108
L3mbtl4,22,12,13,7,8,15
Lacc1,10,0,8,12,14,5
Lactb,10,9,7,8,0,8
Lactb2,6,6,8,7,7,0
Lactbl1,11,0,6,7,0,0
Lad1,6,9,7,7,12,7
Lag3,21,9,11,9,12,6
Lage3,8,6,0,0,0,0
Lair1,0,216,232,104,128,104
Lalba,6,0,0,8,7,6
Lama1,35,19,28,34,27,23
Lama2,13,19,19,80,15,25
Lama3,1824,1184,896,1792,1216,960
Lama4,14,8,7,11,12,14
Lama5,19,15,17,22,13,11
Lamb1,19,29,10,13,12,16
Lamb2,21,20,20,0,8,11
Lamb3,8,9,8,12,9,6
Lamc1,14,10,10,15,12,6
Lamc2,10,17,10,7,8,14
Lamc3,21,16,17,9,20,9
Lamp1,11,10,10,9,12,11
Lamp2,18,14,0,13,0,0
Lamp3,8,8,8,10,10,9
Lamp5,10,0,0,0,0,0
Lamtor1,8,7,7,8,0,0
Lamtor2,8,0,0,0,0,0
Lamtor3,6,6,0,7,0,0
Lamtor4,6,8,9,7,28,10
Lamtor5,16,7,8,6,0,6
Lancl1,5,0,0,8,0,6
Lancl2,6,0,5,9,6,0
Lancl3,0,8,0,6,9,0
Lao1,8,6,8,0,6,0
Lap3,8,9,8,11,7,7
Laptm4a,18,10,6,11,9,12
Laptm4b,10,9,7,11,7,0
Laptm5,6,6,6,6,0,6
Large1,6,0,6,6,0,5
Large2,12,24,24,32,23,12
Larp1,33,10,6,11,14,16
Larp1b,42,58,32,36,40,40
Larp4,80,52,32,54,52,24
Larp4b,53,18,18,26,54,14
Larp6,6,0,5,0,0,6
Larp7,33,29,26,27,24,12
Lars,31,26,14,13,12,17
Lars2,8,9,10,7,8,7
Las1l,22,13,8,7,7,6
Lasp1,8,13,9,7,10,0
Lat,8,13,7,7,7,6
Lat2,7,10,0,0,7,8
Lats1,21,6,6,0,9,12
Lats2,112,136,144,120,192,0
Lax1,0,6,0,0,0,0
Layn,9,8,10,7,10,0
Lbh,0,0,6,6,0,0
Lbhd1,22,28,12,19,18,11
Lbhd2,0,6,6,6,0,0
Lbp,11,10,7,7,6,12
Lbr,11,19,10,12,7,12
Lbx1,7,6,5,6,0,0
Lca5,46,22,22,34,30,16
Lca5l,14,8,5,13,12,0
Lcat,14,16,15,9,8,11
Lce1a1,24,11,6,18,0,7
Lce1a2,10,11,0,21,0,0
Lce1b,13,16,13,7,12,10
Lce1c,10,7,0,8,11,7
Lce1d,6,6,10,9,8,0
Lce1e,0,18,0,17,9,0
Lce1f,21,6,11,0,0,12
Lce1g,14,0,10,6,0,6
Lce1h,7,0,10,6,0,0
Lce1i,0,7,0,0,0,0
Lce1j,9,11,0,7,9,0
Lce3a,0,6,0,0,0,0
Lce3b,15,6,0,6,0,9
Lce3c,9,13,8,0,0,0
Lce3e,0,0,0,0,0,6
Lce3f,13,0,7,0,7,0
Lck,18,16,20,35,0,12
Lclat1,0,0,0,5,0,0
Lcmt1,0,0,6,0,0,0
Lcmt2,7,0,15,6,5,0
Lcn10,0,8,6,12,16,6
Lcn11,12,14,10,9,6,0
Lcn12,6,7,0,7,0,0
Lcn2,13,8,8,14,15,6
Lcn3,8,10,0,0,0,0
Lcn4,14,7,12,6,7,7
Lcn5,11,6,8,8,6,0
Lcn6,0,8,6,10,17,6
Lcn8,11,0,8,8,6,0
Lcn9,0,0,14,0,0,0
Lcor,48,56,0,56,64,0
Lcorl,2016,1152,1296,1968,1152,936
Lcp1,48,24,32,34,44,24
Lcp2,19,12,12,12,25,11
Lct,8,8,8,11,7,10
Lctl,6,9,8,14,8,7
Ldah,9,9,0,9,6,6
Ldb1,0,6,9,0,7,6
Ldb2,13,13,11,15,0,0
Ldb3,304,112,96,120,144,96
Ldc1,6,0,0,9,0,9
Ldha,23,26,16,16,18,18
Ldhal6b,0,0,0,8,9,0
Ldhb,13,7,6,7,0,0
Ldhc,15,6,0,5,6,6
Ldhd,7,8,6,0,8,0
Ldlr,12,6,7,7,8,7
Ldlrad1,6,0,0,0,0,0
Ldlrad2,8,0,6,15,0,6
Ldlrad3,0,0,6,0,6,9
Ldlrad4,6,7,7,6,0,10
Ldlrap1,8,0,7,13,0,6
Ldoc1,15,7,8,7,7,0
Leap2,0,6,0,0,0,0
Lect2,9,0,0,11,6,0
Lef1,11,7,11,0,8,10
Lefty1,8,0,6,8,6,0
Lefty2,9,6,0,7,0,6
Lekr1,22,36,32,24,24,0
Lemd1,9,6,6,7,16,9
Lemd2,6,0,7,9,8,0
Lemd3,15,11,10,12,12,9
Lenep,12,10,0,10,8,0
Leng1,22,24,13,9,11,17
Leng8,23,11,16,17,12,16
Leng9,19,10,16,11,9,12
Leo1,6,20,11,8,10,6
Lep,0,7,0,0,0,0
Lepr,1992,1440,1296,828,1176,1260
Leprot,20,0,7,8,7,6
Leprotl1,7,7,0,0,6,6
Letm1,18,5,9,11,6,12
Letm2,60,144,124,140,56,88
Letmd1,14,0,0,16,12,18
Lexm,5,6,6,8,0,0
Lfng,8,0,0,7,9,6
Lgals1,0,7,6,7,0,7
Lgals12,7,6,10,0,0,0
Lgals2,22,22,15,6,13,0
Lgals3,10,11,0,8,8,0
Lgals3bp,0,6,0,9,0,0
Lgals4,10,14,6,6,14,11
Lgals6,10,14,6,6,14,11
Lgals7,7,6,0,8,20,6
Lgals8,7,7,6,6,0,0
Lgals9,30,16,16,14,16,18
Lgalsl,7,8,0,7,0,0
Lgi1,11,0,6,10,0,7
Lgi2,44,20,32,0,20,28
Lgi3,10,8,11,13,7,9
Lgi4,7,10,9,9,7,6
Lgmn,8,10,7,6,9,7
Lgr4,19,26,21,22,29,37
Lgr5,12,27,14,7,13,13
Lgr6,7,8,19,9,8,10
Lgsn,8,0,7,0,12,0
Lhb,14,10,8,18,10,8
Lhcgr,60,40,28,46,48,24
Lhfp,6,5,0,6,7,0
Lhfpl1,7,6,0,0,6,0
Lhfpl3,14,12,0,10,7,8
Lhfpl4,0,6,6,6,6,0
Lhfpl5,6,9,8,0,6,6
Lhpp,6,9,0,0,6,0
Lhx1,7,7,0,6,9,0
Lhx2,12,7,0,0,7,6
Lhx3,16,0,12,18,20,0
Lhx4,7,6,0,10,8,0
Lhx5,10,9,0,6,0,7
Lhx6,0,12,0,7,8,0
Lhx8,7,6,7,7,10,0
Lhx9,38,24,0,26,32,24
Lias,25,17,12,37,15,6
Lifr,168,120,52,80,56,56
Lig1,94,132,100,68,68,36
Lig3,11,20,13,25,8,13
Lig4,11,8,9,13,11,8
Lilr4b,11,11,8,11,13,10
Lilra5,7,6,6,0,8,6
Lilra6,45,38,18,27,30,19
Lilrb4a,12,20,14,0,17,14
Lim2,13,19,12,9,15,15
Lima1,52,62,50,28,48,44
Limch1,104,92,48,92,152,48
Limd1,14,0,6,7,8,5
Limd2,14,12,21,0,16,0
Lime1,10,6,0,0,12,6
Limk1,12,8,6,9,11,17
Limk2,12,12,20,11,12,0
Lims1,0,19,0,14,0,12
Lims2,14,9,9,14,17,7
Lin28a,15,11,10,12,6,6
Lin28b,7,0,8,0,7,0
Lin37,15,10,9,8,10,19
Lin52,14,12,8,7,12,6
Lin54,112,104,48,72,112,84
Lin7a,0,6,0,7,0,0
Lin7b,8,7,0,6,7,0
Lin7c,6,0,0,0,0,0
Lin9,7,7,8,6,9,6
Lingo1,0,0,7,0,0,8
Lingo2,6,0,7,6,0,0
Lingo3,13,0,0,7,9,5
Lingo4,17,8,7,0,0,0
Lins1,5,10,5,0,6,6
Lipa,6,14,0,6,8,5
Lipc,20,18,12,14,16,12
Lipe,168,128,96,136,136,176
Lipf,13,12,8,11,14,8
Lipg,8,6,7,7,7,7
